Date,NIFTY_Close,NIFTY_High,NIFTY_Low,NIFTY_Open,NIFTY_Volume,VIX_Close,VIX_High,VIX_Low,VIX_Open,SP500_Close,SP500_High,SP500_Low,SP500_Open,SP500_Volume,NASDAQ_Close,NASDAQ_High,NASDAQ_Low,NASDAQ_Open,NASDAQ_Volume,DOW_Close,DOW_High,DOW_Low,DOW_Open,DOW_Volume,USDINR_Close,USDINR_High,USDINR_Low,USDINR_Open,CRUDE_Close,CRUDE_High,CRUDE_Low,CRUDE_Open,CRUDE_Volume,NIFTY_Return,SP500_Return,NASDAQ_Return,DOW_Return,USDINR_Return,CRUDE_Return,VIX_Return,Target
2008-03-04,4864.25,4976.7001953125,4812.9501953125,4958.5498046875,0,38.08000183105469,51.06999969482422,30.59000015258789,38.08000183105469,1326.75,1331.030029296875,1307.3900146484375,1329.5799560546875,4757180000,2260.280029296875,2266.3701171875,2221.090087890625,2244.2099609375,2669980000,12213.7998046875,12259.23046875,12032.419921875,12259.1396484375,347720000,40.20899963378906,40.36000061035156,40.14500045776367,40.279998779296875,99.5199966430664,103.33000183105469,98.87000274658203,102.3499984741211,366724,-0.01791843327276399,-0.003447628658457935,0.0007437933091245519,-0.003679007455839267,-0.0011179505598044592,-0.028599320570561026,0.06487705868052229,1
2008-03-05,4921.39990234375,4936.75,4847.25,4866.85009765625,0,35.5099983215332,38.7599983215332,27.950000762939453,38.08000183105469,1333.699951171875,1344.18994140625,1320.219970703125,1327.68994140625,4277710000,2272.81005859375,2290.010009765625,2254.199951171875,2266.489990234375,2209090000,12254.990234375,12349.669921875,12140.5302734375,12204.9296875,304570000,40.17399978637695,40.349998474121094,40.125,40.20500183105469,104.5199966430664,104.94999694824219,99.55000305175781,99.87999725341797,414308,0.011748964864830125,0.005238327621537531,0.005543573864505991,0.003372450043899633,-0.0008704481019392585,0.05024115925096706,-0.0674895847149255,0
2008-03-07,4771.60009765625,4918.2998046875,4672.25,4918.2998046875,0,35.20000076293945,39.34000015258789,27.049999237060547,36.95000076293945,1293.3699951171875,1313.239990234375,1282.4300537109375,1301.530029296875,4565410000,2212.489990234375,2242.5,2186.929931640625,2204.47998046875,2386980000,11893.6904296875,12094.2099609375,11819.6904296875,12039.08984375,307580000,40.23899841308594,40.630001068115234,40.064998626708984,40.064998626708984,105.1500015258789,106.54000091552734,103.91000366210938,105.58000183105469,321205,-0.03043845402934231,-0.030239152381501544,-0.026539863342868508,-0.02948185170103701,0.0016179276909098483,0.006027601445147024,-0.008729866889511162,1
2008-03-10,4800.39990234375,4814.9501953125,4620.5,4767.7998046875,0,32.58000183105469,47.95000076293945,25.329999923706055,25.329999923706055,1273.3699951171875,1295.010009765625,1272.6600341796875,1293.1600341796875,4261240000,2169.340087890625,2216.889892578125,2168.669921875,2211.139892578125,2101010000,11740.150390625,11926.5,11731.599609375,11893.0400390625,312020000,40.31399917602539,40.70000076293945,40.30500030517578,40.560001373291016,107.9000015258789,108.20999908447266,104.08000183105469,105.25,340551,0.006035670235996049,-0.01546347918654778,-0.019502868954981767,-0.01290936904488893,0.0018638824497942963,0.0261531142186735,-0.07443178622436986,1
2008-03-11,4865.89990234375,4888.5,4732.85009765625,4796.2998046875,0,32.689998626708984,37.540000915527344,29.75,30.719999313354492,1320.6500244140625,1320.6500244140625,1274.4000244140625,1274.4000244140625,5109080000,2255.760009765625,2255.760009765625,2192.5,2209.64990234375,2526040000,12156.8095703125,12160.7998046875,11741.009765625,11741.330078125,372330000,40.17499923706055,40.57500076293945,40.1609992980957,40.32500076293945,108.75,109.72000122070312,106.61000061035156,107.91000366210938,349815,0.013644696552889357,0.037129844018763736,0.039836963488298016,0.03549010581842449,-0.0034479322767736464,0.007877650251165491,0.0033762059383757315,1
2008-03-12,4872.0,5019.2001953125,4854.75,4869.75,0,32.36000061035156,34.060001373291016,24.059999465942383,31.190000534057617,1308.77001953125,1333.260009765625,1307.8599853515625,1321.1300048828125,4414280000,2243.8701171875,2282.610107421875,2241.3798828125,2259.969970703125,2077140000,12110.240234375,12303.349609375,12092.25,12148.6103515625,288130000,39.979000091552734,40.404998779296875,39.95500183105469,40.17499923706055,109.91999816894531,110.19999694824219,107.08999633789062,108.6500015258789,342575,0.0012536422406288494,-0.008995573894062803,-0.0052709031664056605,-0.003830720195800774,-0.00487863470391825,0.010758603852370596,-0.010094769966977002,0
2008-03-13,4623.60009765625,4868.7998046875,4580.14990234375,4868.7001953125,0,34.150001525878906,37.83000183105469,25.280000686645508,37.83000183105469,1315.47998046875,1321.6800537109375,1282.1099853515625,1305.260009765625,5073360000,2263.610107421875,2272.550048828125,2199.3798828125,2219.280029296875,2419220000,12145.740234375,12215.349609375,11875.7802734375,12096.490234375,336260000,40.124000549316406,40.58000183105469,39.95500183105469,39.95500183105469,110.33000183105469,110.9800033569336,108.76000213623047,110.05999755859375,327857,-0.050985201630490584,0.005126921336342294,0.008797296279838829,0.002931403449721204,0.003626915566462774,0.0037300188222275654,0.055315231204128734,1
2008-03-14,4745.7998046875,4758.9501953125,4607.5498046875,4623.7998046875,0,31.110000610351562,37.81999969482422,29.06999969482422,36.31999969482422,1288.1400146484375,1321.469970703125,1274.8599853515625,1316.050048828125,5153780000,2212.489990234375,2277.110107421875,2191.75,2271.2099609375,2547310000,11951.08984375,12193.6103515625,11832.7197265625,12146.3896484375,380810000,40.07500076293945,40.54999923706055,39.869998931884766,40.3650016784668,110.20999908447266,110.91999816894531,108.83999633789062,110.23999786376953,293217,0.026429558017613708,-0.02078326255529206,-0.022583446248047978,-0.01602622704494361,-0.001221208895078374,-0.0010876710286453761,-0.08901905650644348,0
2008-03-17,4503.10009765625,4745.4501953125,4482.10009765625,4745.4501953125,0,33.43000030517578,38.54999923706055,28.229999542236328,33.45000076293945,1276.5999755859375,1287.5,1256.97998046875,1283.2099609375,5683010000,2177.010009765625,2200.530029296875,2155.419921875,2166.93994140625,2338210000,11972.25,12076.2197265625,11756.599609375,11946.4501953125,382890000,40.374000549316406,40.810001373291016,40.31999969482422,40.7599983215332,105.68000030517578,111.80000305175781,103.2300033569336,110.0999984741211,336081,-0.05113989570135924,-0.00895868378535658,-0.016036221915287197,0.001770562896493244,0.007461005132493037,-0.04110333741881955,0.07457408065920323,1
2008-03-18,4533.0,4617.9501953125,4468.5498046875,4519.89990234375,0,37.84000015258789,49.029998779296875,31.780000686645508,31.780000686645508,1330.739990234375,1330.739990234375,1277.1600341796875,1277.1600341796875,5335630000,2268.260009765625,2268.260009765625,2206.81005859375,2215.610107421875,2411630000,12392.66015625,12392.66015625,11975.83984375,11975.919921875,367780000,40.15399932861328,40.67250061035156,40.104000091552734,40.39500045776367,109.41999816894531,109.80000305175781,105.68000030517578,106.1500015258789,187052,0.006639848481118982,0.04240953758720556,0.041915287293430525,0.03511538401303005,-0.005449081530436772,0.03538983585323052,0.1319174336570177,1
